"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"158",CHT,Chinese Taipei,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","156.896"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"170",COL,Colombia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","112.879"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"174",COM,Comoros,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","222.72"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"178",COG,Congo,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","80.831"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"180",COD,Democratic Republic of the Congo,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","229.129"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"184",COK,Cook Islands,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","153.846"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"188",CRI,Costa Rica,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","162.589"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"191",HRV,Croatia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","175.331"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"192",CUB,Cuba,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","46.214"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"196",CYP,Cyprus,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","114.659"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"203",CZE,Czech Republic,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","143.408"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"204",BEN,Benin,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","219.045"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"208",DNK,Denmark,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","130.693"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"212",DMA,Dominica,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","62.203"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"214",DOM,Dominican Republic,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","131.438"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"218",ECU,Ecuador,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","145.654"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"222",SLV,El Salvador,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","120.325"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"226",GNQ,Equatorial Guinea,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","78.462"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"231",ETH,Ethiopia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","137.674"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"232",ERI,Eritrea,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","120.293"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"233",EST,Estonia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","167.659"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"242",FJI,Fiji,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","97.661"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"246",FIN,Finland,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","136.407"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"250",FRA,France,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","115.559"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"258",PYF,French Polynesia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","91.531"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"262",DJI,Djibouti,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","197.106"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"266",GAB,Gabon,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","123.668"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"268",GEO,Georgia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","192.464"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"270",GMB,The Gambia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","29.188"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"276",DEU,Germany,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","123.044"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"288",GHA,Ghana,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","164.716"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"296",KIR,Kiribati,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","94.915"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"300",GRC,Greece,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","165.035"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"304",GRL,Greenland,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","197.268"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"308",GRD,Grenada,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","108.055"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"316",GUM,Guam,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","137.339"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"320",GTM,Guatemala,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","128.557"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"324",GIN,Guinea,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","586.157"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"328",GUY,Guyana,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","373.074"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"332",HTI,Haiti,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","108.911"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"340",HND,Honduras,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","124.028"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"344",HKG,"Hong Kong, China","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","131.229"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"348",HUN,Hungary,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","143.85"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"352",ISL,Iceland,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","125.894"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"356",IND,India,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","147.567"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"360",IDN,Indonesia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","152.86"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"364",IRN,Iran,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","102.945"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"368",IRQ,Iraq,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","108.244"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"372",IRL,Ireland,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","154.146"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"376",ISR,Israel,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","92.766"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"380",ITA,Italy,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","133.545"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"384",CIV,Côte d'Ivoire,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","130.71"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"388",JAM,Jamaica,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","106.377"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"392",JPN,Japan,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","120.98"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"398",KAZ,Kazakhstan,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","131.92"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"400",JOR,Jordan,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","119.688"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"404",KEN,Kenya,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","114.099"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"408",PRK,"Korea, Democratic People's Republic of","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","3.251"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"410",KOR,"Korea, Republic of","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","122.334"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"414",KWT,"Kuwait, the State of","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","131.989"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"417",KGZ,Kyrgyz Republic,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","115.089"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"418",LAO,Lao People's Democratic Republic,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","208.575"
